,thumb-md (59).jpg,thumb-md - 2021-09-08T141901.932.jpg,thumb-md (18).jpg,thumb-md - 2021-09-08T141856.476.jpg,thumb-md (34).jpg,thumb-md (63).jpg,thumb-md (75).jpg,thumb-md (22).jpg,thumb-md (8).jpg,thumb-md - 2021-09-08T141902.210.jpg,thumb-md (55).jpg,thumb-md - 2021-09-08T141858.146.jpg,thumb-md (14).jpg,thumb-md (43).jpg,thumb-md (38).jpg,thumb-md (80).jpg,thumb-md - 2021-09-08T141858.594.jpg,thumb-md (96).jpg,thumb-md (79).jpg,thumb-md (4).jpg,thumb-md - 2021-09-08T141859.422.jpg,thumb-md (5).jpg,thumb-md (97).jpg,thumb-md (78).jpg,thumb-md (81).jpg,thumb-md (39).jpg,thumb-md (100).jpg,thumb-md (42).jpg,thumb-md (15).jpg,thumb-md (54).jpg,thumb-md (23).jpg,thumb-md (9).jpg,thumb-md (74).jpg,thumb-md - 2021-09-08T141744.720.jpg,thumb-md - 2021-09-08T141859.192.jpg,thumb-md (62).jpg,thumb-md (35).jpg,thumb-md - 2021-09-08T141857.477.jpg,thumb-md (19).jpg,thumb-md - 2021-09-08T141903.210.jpg,thumb-md (58).jpg,thumb-md (53).jpg,thumb-md (12).jpg,thumb-md - 2021-09-08T141901.004.jpg,thumb-md (45).jpg,thumb-md (86).jpg,thumb-md (69).jpg,thumb-md (90).jpg,thumb-md (28).jpg,thumb-md (2).jpg,thumb-md - 2021-09-08T141855.851.jpg,thumb-md - 2021-09-08T141900.228.jpg,thumb-md - 2021-09-08T141902.311.jpg,thumb-md (49).jpg,thumb-md - 2021-09-08T141858.939.jpg,thumb-md (32).jpg,thumb-md.jpg,thumb-md (65).jpg,thumb-md - 2021-09-08T141857.837.jpg,thumb-md (73).jpg,thumb-md (24).jpg,thumb-md - 2021-09-08T141856.956.jpg,thumb-md (25).jpg,thumb-md (72).jpg,thumb-md (64).jpg,thumb-md (33).jpg,thumb-md (48).jpg,thumb-md (29).jpg,thumb-md (3).jpg,thumb-md - 2021-09-08T141856.028.jpg,thumb-md (91).jpg,thumb-md (87).jpg,thumb-md (68).jpg,thumb-md (44).jpg,thumb-md (13).jpg,thumb-md - 2021-09-08T141901.606.jpg,thumb-md (52).jpg,thumb-md - 2021-09-08T141856.756.jpg,thumb-md (92).jpg,thumb-md (84).jpg,thumb-md (47).jpg,thumb-md (10).jpg,thumb-md (51).jpg,thumb-md (26).jpg,thumb-md (71).jpg,thumb-md (67).jpg,thumb-md (88).jpg,thumb-md (30).jpg,thumb-md - 2021-09-08T141859.712.jpg,thumb-md - 2021-09-08T141744.771.jpg,thumb-md - 2021-09-08T141858.459.jpg,thumb-md - 2021-09-08T141903.287.jpg,thumb-md - 2021-09-08T141857.609.jpg,thumb-md (31).jpg,thumb-md (66).jpg,thumb-md (89).jpg,thumb-md (70).jpg,thumb-md (27).jpg,thumb-md - 2021-09-08T141903.053.jpg,thumb-md - 2021-09-08T141855.651.jpg,thumb-md - 2021-09-08T141902.530.jpg,thumb-md (50).jpg,thumb-md (11).jpg,thumb-md - 2021-09-08T141859.932.jpg,thumb-md (46).jpg,thumb-md (85).jpg,thumb-md - 2021-09-08T141902.096.jpg,thumb-md (93).jpg,thumb-md (1).jpg,thumb-md (20).jpg,thumb-md (77).jpg,thumb-md (98).jpg,thumb-md (61).jpg,thumb-md (36).jpg,thumb-md - 2021-09-08T141855.542.jpg,thumb-md - 2021-09-08T141856.293.jpg,thumb-md (6).jpg,thumb-md (94).jpg,thumb-md (82).jpg,thumb-md - 2021-09-08T141901.247.jpg,thumb-md - 2021-09-08T141900.727.jpg,thumb-md (41).jpg,thumb-md - 2021-09-08T141744.666.jpg,thumb-md - 2021-09-08T141903.419.jpg,thumb-md (16).jpg,thumb-md - 2021-09-08T141857.256.jpg,thumb-md (57).jpg,thumb-md (56).jpg,thumb-md (17).jpg,thumb-md (40).jpg,thumb-md (83).jpg,thumb-md - 2021-09-08T141903.346.jpg,thumb-md - 2021-09-08T141900.440.jpg,thumb-md (95).jpg,thumb-md (7).jpg,thumb-md (37).jpg,thumb-md - 2021-09-08T141855.590.jpg,thumb-md (60).jpg,thumb-md (76).jpg,thumb-md (99).jpg,thumb-md (21).jpg
thumb-md - 2021-09-08T141744.666.jpg,0.6702453,0.56822795,0.7091936,0.56423414,0.78141063,0.95752573,0.6217626,0.6988466,0.681576,0.6695522,0.6795519,0.5468161,0.7328603,0.7101817,0.7639653,0.5698813,0.4834473,0.70312655,0.58529043,0.48815462,0.6700951,0.51692694,0.63164806,0.9307861,0.60038495,0.55730164,0.62147605,0.6772279,0.45641613,0.7704796,0.5611346,0.7112715,0.8100793,0.84558094,0.53541005,0.8540715,0.7983593,0.61773115,0.48905596,0.452165,0.6904465,0.80286133,0.61653185,0.7176523,0.9682108,0.59125423,0.8201397,0.9572842,0.4695995,0.43167138,0.7895428,0.7661745,0.5235228,0.36412603,0.5857436,0.7529482,0.45444754,0.7297662,0.765921,0.86462516,0.5461669,0.68777245,0.6836781,0.6195955,0.5305655,0.73673344,0.6790062,0.4195196,0.5868628,0.5657641,0.77817804,0.7223521,0.52123773,0.6271063,0.46882573,0.67319417,0.6374875,0.4776996,0.8657197,0.91290444,0.77699506,0.5839257,0.6968463,0.6676407,0.603068,0.8811273,0.5869902,0.42669708,0.75986636,0.96440876,0.7311655,0.45088232,0.4755041,0.69484663,0.60610306,0.6385348,0.76929414,0.548847,0.7183657,0.7712707,0.8161388,0.98526496,0.60860014,0.635063,0.46686044,0.50368774,0.75870645,0.9612142,0.44881988,0.7014875,0.5470802,0.9592312,0.8131057,0.95220745,0.47984406,0.6608127,0.55682284,0.89355457,0.76858723,0.7697419,0.77679104,0.8742972,1.0,0.45467526,0.63983786,0.59679705,0.8234915,0.7280853,0.48391786,0.9454917,0.6548873,0.41678637,0.7455163,0.7494701,0.5546504,0.7063669,0.4364774,0.7162366,0.7136521,0.69580543,0.44641346
thumb-md - 2021-09-08T141903.419.jpg,0.6649524,0.7128018,0.39425826,0.7065704,0.57762635,0.4982747,0.7608523,0.4051891,0.41746673,0.8034903,0.7046719,0.83504593,0.4514421,0.6848867,0.6465075,0.72083884,0.8057347,0.6675201,0.783074,0.6209612,0.6550205,0.61920273,0.8331977,0.45926768,0.71544844,0.7646484,0.69456404,0.6939197,0.6378592,0.6102755,0.48945123,0.4097548,0.5621053,0.5678427,0.8322736,0.5494074,0.68675804,0.7876131,0.6092516,0.9295704,0.81296873,0.5714779,0.50128376,0.6615083,0.47179827,0.77483577,0.5875585,0.5731428,0.6364309,0.7165002,0.48908252,0.5308478,0.7941731,0.8558295,0.796935,0.42677426,0.6296455,0.7725405,0.47960174,0.64770883,0.5292243,0.60646755,0.3964487,0.70826805,0.78560305,0.4260485,0.6803509,0.6754386,0.46835765,0.7122902,0.6819555,0.7115559,0.71959287,0.7467671,0.63866043,0.7006224,0.6783224,0.7484873,0.6257827,0.5995257,0.6257708,0.417612,0.6014256,0.4112759,0.7608774,0.50997025,0.7165691,0.6734177,0.57571507,0.45290658,0.73520476,0.8649767,0.8683693,0.4077075,0.77403855,0.7209088,0.6211952,0.5940077,0.6725509,0.5606673,0.4943032,0.5560497,0.517427,0.6872698,0.7720485,0.7359436,0.6754068,0.4144635,0.64162314,0.41931716,0.7791852,0.5137811,0.6054212,0.4804339,0.7608891,0.7778084,0.5235395,0.42447314,0.6496827,0.5589456,0.4701434,0.6274021,0.45467526,0.99999994,0.44087452,0.763168,0.68108404,0.62663877,0.62558365,0.4607377,0.7170914,0.89609724,0.62491643,0.73718476,0.5360118,0.65082395,0.80141675,0.59472376,0.65739876,0.6430986,0.65846974
thumb-md (16).jpg,0.46278724,0.42004883,0.98018575,0.48879734,0.5409012,0.5884463,0.48580232,0.9879844,0.9935924,0.5724463,0.4658184,0.4441394,0.97228223,0.44622767,0.6117093,0.42853278,0.45058346,0.48828566,0.387252,0.70633286,0.48791635,0.9053359,0.3859635,0.5709957,0.4274073,0.4714886,0.42620558,0.4268469,0.69602567,0.569743,0.9545789,0.98825926,0.5425382,0.60674435,0.4417139,0.57655376,0.47931135,0.593575,0.79546446,0.37983117,0.43849856,0.5548182,0.9703729,0.47512528,0.6052662,0.44649825,0.56214964,0.6076732,0.7989772,0.69891906,0.58516705,0.57944715,0.52932334,0.39744356,0.465847,0.9751808,0.8468336,0.4575257,0.5270339,0.5428258,0.86792576,0.47162503,0.99250185,0.43153745,0.3568045,0.9645875,0.46871507,0.83703256,0.96855116,0.47109127,0.48353332,0.5377928,0.4254908,0.4495369,0.8198712,0.50539756,0.41088626,0.43249658,0.5778161,0.5817927,0.59384,0.98707134,0.4749956,0.9950367,0.42396954,0.6020662,0.43305632,0.6864673,0.592668,0.5748609,0.59438133,0.36217868,0.46300277,0.9894405,0.3983673,0.4158452,0.5525217,0.83401,0.6075534,0.5955117,0.74267143,0.61234045,0.94630605,0.5394683,0.33678973,0.38216996,0.6316892,0.54702115,0.82265425,0.9890811,0.37455386,0.6088792,0.5810081,0.68251985,0.4391927,0.5316297,0.9511398,0.5554011,0.56693625,0.5701914,0.48798156,0.5063614,0.63983786,0.44087452,1.0000001,0.585554,0.50846124,0.4650749,0.8893938,0.60514736,0.4449324,0.36471674,0.55189556,0.5132144,0.9352379,0.43870127,0.4188897,0.54431057,0.45440608,0.44113037,0.67126006
thumb-md - 2021-09-08T141857.256.jpg,0.58229303,0.6347779,0.5915286,0.79316294,0.66329855,0.59371835,0.7022568,0.56905293,0.602738,0.77379,0.6553209,0.8805071,0.56770986,0.53176254,0.63057375,0.58987606,0.80635196,0.49910218,0.6599189,0.4831813,0.6939233,0.64479804,0.5610273,0.5646086,0.5955169,0.56654525,0.65312487,0.50258374,0.46439385,0.68753463,0.51997757,0.5992569,0.64073014,0.6888773,0.88462687,0.66979134,0.59008557,0.9691302,0.4951835,0.7579274,0.6666502,0.6596783,0.5436934,0.69955015,0.595639,0.6247925,0.6381462,0.6621462,0.47240838,0.5599397,0.74019563,0.76729095,0.74023634,0.50998306,0.8746983,0.6006544,0.5528103,0.61467123,0.729531,0.72627246,0.4857279,0.62017506,0.56902236,0.65438086,0.6729451,0.62013227,0.5023479,0.54823834,0.5292043,0.7934754,0.56247455,0.73264074,0.6083906,0.5997359,0.52312404,0.89663833,0.52155465,0.819095,0.7410999,0.6351408,0.62484944,0.53196555,0.68897146,0.57169163,0.6261205,0.6168418,0.61734223,0.48992825,0.79416573,0.6333216,0.940086,0.7562787,0.9235732,0.57724094,0.6444457,0.53499275,0.747261,0.46646678,0.8117746,0.76994246,0.80197686,0.6382957,0.52648216,0.8623788,0.6076771,0.5749622,0.8161258,0.5975615,0.5149102,0.59412026,0.6187246,0.58483624,0.6916319,0.62758976,0.8059727,0.80751365,0.6325347,0.5200597,0.63899976,0.79072434,0.6532477,0.5909266,0.59679705,0.763168,0.585554,1.0000002,0.6364791,0.7163189,0.5598106,0.5977376,0.6107549,0.7695838,0.8621412,0.75595546,0.62786216,0.5237748,0.7835446,0.65747404,0.5224407,0.44968596,0.49429476
thumb-md (57).jpg,0.8826624,0.5798402,0.56285334,0.5579692,0.78209573,0.90906096,0.7230029,0.56211317,0.52432823,0.6081491,0.8804103,0.6891639,0.62940586,0.78772366,0.8833849,0.7654333,0.62378144,0.8243438,0.8334274,0.51354194,0.5937972,0.55927473,0.86609954,0.91122216,0.82823074,0.62922686,0.82491785,0.7378433,0.50147533,0.9114404,0.5002396,0.54688597,0.93874633,0.93483746,0.6535243,0.86391544,0.78020996,0.66358095,0.537535,0.6554956,0.8172065,0.9258361,0.5260164,0.62385356,0.87175727,0.8060762,0.95211864,0.8735219,0.5142917,0.535846,0.60299057,0.5921955,0.6123978,0.56169546,0.71095234,0.61015487,0.51377755,0.7790625,0.5934513,0.82824075,0.53552854,0.6775437,0.5160151,0.68668866,0.7657342,0.6055866,0.7542273,0.513569,0.5113143,0.54524535,0.80224884,0.89284766,0.7089099,0.83580923,0.5284738,0.697142,0.69628096,0.516021,0.9225211,0.9119767,0.8934138,0.4841292,0.8055444,0.52402985,0.8285591,0.92924887,0.7705468,0.5045256,0.5930722,0.8547145,0.8008528,0.6606731,0.62120247,0.5314311,0.7931216,0.67503834,0.85393846,0.53674793,0.57486725,0.6470985,0.63914585,0.8843722,0.5320498,0.7080594,0.67963135,0.6997826,0.6952935,0.7688142,0.5177495,0.5395552,0.7607787,0.9125678,0.93410575,0.8530749,0.51916355,0.7372373,0.5498348,0.64523864,0.9333266,0.61576366,0.5747932,0.8771268,0.8234915,0.68108404,0.50846124,0.6364791,0.99999976,0.8055105,0.53990364,0.8770757,0.88644356,0.66219,0.70800436,0.90595853,0.55819726,0.6814759,0.5993628,0.74633026,0.7867824,0.6662016,0.51755106
thumb-md (56).jpg,0.8582835,0.5040143,0.51545036,0.5727626,0.6926592,0.7591874,0.6772034,0.4912334,0.49151266,0.5545172,0.9115703,0.8066208,0.50067866,0.61127144,0.6336228,0.7398938,0.6279161,0.58346725,0.868171,0.33202323,0.600909,0.5563486,0.6079514,0.74276185,0.7073218,0.4721716,0.9068439,0.6161702,0.31724626,0.89779687,0.41158143,0.5021883,0.84607065,0.82582957,0.6978302,0.9458,0.5838333,0.7118508,0.4031865,0.65553075,0.88215756,0.8596122,0.42628312,0.6761631,0.81505656,0.6844807,0.7978771,0.7290419,0.3498233,0.41374147,0.65758777,0.6739354,0.5904043,0.3410099,0.7006169,0.52200973,0.43275535,0.8047328,0.7021555,0.9378543,0.4204713,0.6812104,0.4714004,0.6347593,0.87495804,0.52970576,0.5777641,0.44113797,0.4446984,0.5323702,0.61439854,0.9338019,0.72079784,0.7558432,0.41961405,0.7571864,0.596335,0.5100962,0.9141398,0.8680608,0.64685756,0.43708134,0.9511944,0.48179236,0.6416203,0.8590471,0.72218657,0.328732,0.6296984,0.82674634,0.80196685,0.7597141,0.7088341,0.5000618,0.7426076,0.5350529,0.94730747,0.3801561,0.5602214,0.72634673,0.6823968,0.7674605,0.43568647,0.8533879,0.68465465,0.6787097,0.74538267,0.73543,0.40871957,0.49259382,0.6749226,0.7424987,0.8898648,0.6762893,0.52091104,0.8008325,0.548373,0.677972,0.855687,0.65165377,0.62025195,0.85798025,0.7280853,0.62663877,0.4650749,0.7163189,0.8055105,1.0000004,0.47240227,0.8417802,0.7880813,0.7480879,0.8277791,0.84516007,0.55507684,0.52403456,0.6583265,0.6782147,0.60910964,0.5032636,0.34589198
thumb-md (17).jpg,0.60142726,0.46007764,0.8318315,0.4756606,0.5086137,0.4636557,0.5810316,0.8710013,0.8517841,0.52829283,0.59589654,0.50617206,0.8706448,0.5064495,0.60980844,0.59884137,0.5658432,0.592066,0.5768291,0.8159344,0.42390093,0.9769236,0.54788035,0.45734912,0.57769066,0.51555157,0.57905036,0.50624084,0.82494104,0.59217894,0.96166706,0.84341294,0.53599405,0.57421374,0.5120851,0.5142504,0.5018002,0.5610323,0.9337381,0.52991676,0.5278022,0.55968344,0.94317204,0.39021495,0.47118327,0.62022513,0.56017804,0.49133673,0.9289014,0.8620096,0.35221088,0.3808462,0.6293635,0.58597547,0.5411431,0.8342649,0.968727,0.48066074,0.3233398,0.47927025,0.94677246,0.35253778,0.84949493,0.51925904,0.54712766,0.8403112,0.5438658,0.9790956,0.9535505,0.43866634,0.52105606,0.58732885,0.59167457,0.6079975,0.95725805,0.44841638,0.49362785,0.44483554,0.5556658,0.52119625,0.5755284,0.9233022,0.48514575,0.8712833,0.5631485,0.53748035,0.5804887,0.8274911,0.40308163,0.4262695,0.55506104,0.5024719,0.53909045,0.85228366,0.5488865,0.48670003,0.55302024,0.9286611,0.46068642,0.42677027,0.5452273,0.4994713,0.95519245,0.5106157,0.54480666,0.56086844,0.4801963,0.34936178,0.96463734,0.8510051,0.55941945,0.5289214,0.58383167,0.52925694,0.4773528,0.55355704,0.9302406,0.38143605,0.634088,0.3664166,0.26222402,0.5074334,0.48391786,0.62558365,0.8893938,0.5598106,0.53990364,0.47240227,0.99999994,0.4671445,0.5982245,0.5363409,0.41917813,0.5505089,0.94533116,0.4948244,0.5579686,0.46740037,0.5075422,0.5096964,0.81933975
thumb-md (40).jpg,0.7854754,0.50352675,0.68501735,0.52953625,0.75109947,0.9687642,0.6137505,0.6642541,0.64544505,0.5784491,0.7891739,0.5955636,0.69860154,0.6933839,0.7682816,0.6322457,0.48615772,0.6862635,0.6827525,0.40647563,0.62541294,0.5196677,0.6193093,0.9582884,0.6622697,0.47893688,0.734904,0.6578312,0.38105547,0.8891647,0.51492786,0.67074233,0.9129863,0.91361666,0.5312623,0.9555801,0.69302833,0.60565835,0.43537992,0.45472813,0.7452739,0.90535235,0.5563398,0.6718298,0.98789304,0.62318796,0.89275104,0.9071378,0.40510294,0.3899928,0.75297827,0.7382919,0.51006246,0.3084621,0.580447,0.71428365,0.43045148,0.7542039,0.75761604,0.8975103,0.49139586,0.70167756,0.6428617,0.591734,0.63285077,0.7017124,0.65909517,0.40967757,0.5461877,0.5180419,0.7224288,0.8316376,0.58740616,0.690253,0.43044445,0.66278803,0.6165482,0.4410696,0.9191496,0.96160316,0.78260666,0.55911565,0.81673455,0.6362325,0.62878466,0.9660944,0.6420349,0.3661724,0.70527095,0.9697943,0.7519719,0.50046086,0.4972686,0.6591213,0.6471269,0.5704546,0.87459606,0.47041875,0.6355345,0.77089083,0.7706176,0.947359,0.55142355,0.7226677,0.5098089,0.5569102,0.7545895,0.9244546,0.4157479,0.6547881,0.5748151,0.9516148,0.91233784,0.92239606,0.44155928,0.69513977,0.5691506,0.83305943,0.86585814,0.716758,0.72252953,0.8970027,0.9454917,0.4607377,0.60514736,0.5977376,0.8770757,0.8417802,0.4671445,0.9999999,0.73125273,0.47758538,0.7683692,0.8044793,0.5632058,0.6033046,0.46772036,0.7250268,0.7008525,0.60282916,0.37878802
thumb-md (83).jpg,0.95388734,0.6929725,0.45887753,0.6419867,0.6217613,0.7502293,0.836864,0.47600445,0.43676466,0.55308616,0.95476264,0.7061287,0.5499528,0.8543392,0.7229821,0.9563439,0.7887558,0.9000993,0.945819,0.64951044,0.631158,0.6081888,0.7927221,0.7697445,0.9788057,0.4836873,0.9343138,0.80448633,0.6477545,0.87834984,0.50429004,0.45190716,0.87006146,0.85592014,0.72116303,0.7934677,0.76146543,0.59781903,0.662504,0.6695702,0.7853269,0.8879291,0.5020128,0.54832745,0.70374435,0.961379,0.85628664,0.67168474,0.61510366,0.71098256,0.44904754,0.49204037,0.76208806,0.6341686,0.79379463,0.50365895,0.64558095,0.7336786,0.5026713,0.7340131,0.52483183,0.4651171,0.4253322,0.8244637,0.88897824,0.5091385,0.83564675,0.6150167,0.49456763,0.61558586,0.8422434,0.83335465,0.93152404,0.9771545,0.6630771,0.62454134,0.8079291,0.6105827,0.8434558,0.8401476,0.7076737,0.44806224,0.7403555,0.44048536,0.94232106,0.8339344,0.95264745,0.6636344,0.47770464,0.676104,0.72359,0.68843263,0.66360366,0.44326457,0.94692326,0.7387287,0.827773,0.61078966,0.49000406,0.54811037,0.48843834,0.7281267,0.54402626,0.6988202,0.905665,0.91320705,0.54938114,0.5925467,0.6480867,0.43879873,0.9341982,0.7842782,0.8856128,0.6870638,0.6504238,0.733583,0.5117773,0.52457565,0.9321041,0.46399808,0.4237097,0.81522334,0.6548873,0.7170914,0.4449324,0.6107549,0.88644356,0.7880813,0.5982245,0.73125273,0.99999976,0.7013384,0.5984271,0.8332875,0.53219306,0.7496252,0.80419755,0.5165267,0.8590872,0.727391,0.68549204
thumb-md - 2021-09-08T141903.346.jpg,0.6939144,0.56717443,0.3466159,0.6395893,0.5109136,0.49067906,0.6232728,0.3381334,0.35568416,0.70821404,0.75685716,0.93920696,0.37926906,0.5247806,0.6133583,0.6584583,0.735057,0.50517404,0.8414597,0.39810455,0.5930475,0.58784294,0.7328521,0.44973645,0.64789855,0.67371684,0.7757314,0.51532453,0.4074667,0.65787035,0.3642319,0.3482036,0.59221613,0.593719,0.82466245,0.6182174,0.5549096,0.805141,0.44086903,0.9562599,0.8581014,0.60069084,0.37552112,0.707794,0.457133,0.6901742,0.58979595,0.54164207,0.44588718,0.56175655,0.54157656,0.5778129,0.6928493,0.63732034,0.76930153,0.3723253,0.5012783,0.7616757,0.5464463,0.70111513,0.39166942,0.69526714,0.3317884,0.5811515,0.88012576,0.358,0.48927855,0.57669497,0.3768361,0.60788965,0.5697462,0.78663313,0.6656539,0.6776579,0.49599198,0.74096346,0.5061084,0.6485263,0.6891066,0.606539,0.59654045,0.33435515,0.726763,0.3501188,0.664256,0.53686106,0.644364,0.4546339,0.59447336,0.4645373,0.77855265,0.98652524,0.92234933,0.36197942,0.7156762,0.53328353,0.7113291,0.42048165,0.5928338,0.6098261,0.47651413,0.51019543,0.39494687,0.76650345,0.7094057,0.6423323,0.70571196,0.44029224,0.49762824,0.3504345,0.69506574,0.4773404,0.65272194,0.43974248,0.662646,0.82976866,0.5038649,0.44642437,0.656585,0.5883058,0.50295234,0.61186165,0.41678637,0.89609724,0.36471674,0.7695838,0.66219,0.7480879,0.5363409,0.47758538,0.7013384,1.0000002,0.72901934,0.8121904,0.51126206,0.47761768,0.76464206,0.6220834,0.49999532,0.45159608,0.44361418
thumb-md - 2021-09-08T141900.440.jpg,0.58837813,0.6135932,0.6132568,0.71978915,0.69730604,0.75163,0.6398249,0.55818355,0.59750366,0.7613116,0.67150474,0.8642874,0.5624797,0.55099314,0.6656746,0.5413888,0.67561567,0.48377788,0.64863795,0.35266408,0.735002,0.52576834,0.54485613,0.70285505,0.5561627,0.5905722,0.6543634,0.51164806,0.3193456,0.72368646,0.40081257,0.6024037,0.7073603,0.75477463,0.8080333,0.8045561,0.64313805,0.90088737,0.34379256,0.7249428,0.7485749,0.70169806,0.45806202,0.8290893,0.7525476,0.56081915,0.68584454,0.79226434,0.32234746,0.41652113,0.91564727,0.88913035,0.6254838,0.39420018,0.782748,0.6209896,0.38964579,0.7341713,0.8789957,0.8648884,0.34645557,0.8516557,0.57018137,0.62142426,0.66328704,0.6122859,0.49258044,0.39185208,0.44678146,0.7116271,0.61276954,0.7944523,0.5513609,0.5644335,0.37492052,0.9283494,0.5233483,0.68942666,0.84320986,0.76940304,0.6844679,0.4602143,0.8145659,0.5649967,0.5729788,0.7339071,0.57241416,0.3405623,0.8864384,0.80148673,0.9199461,0.7680755,0.818254,0.5947757,0.6165941,0.54882675,0.817165,0.3539353,0.82081825,0.8868941,0.87307453,0.7693687,0.4270003,0.8690131,0.53332716,0.51051813,0.95191157,0.8117969,0.35874242,0.59562445,0.55817807,0.6928702,0.7536943,0.7565267,0.6669625,0.83873487,0.571167,0.72966254,0.65157187,0.9301725,0.86161053,0.70984435,0.7455163,0.62491643,0.55189556,0.8621412,0.70800436,0.8277791,0.41917813,0.7683692,0.5984271,0.72901934,1.0000002,0.82673526,0.5389335,0.54558134,0.65214485,0.7845375,0.5458407,0.46910194,0.34315395
thumb-md (95).jpg,0.8103695,0.5387919,0.5741583,0.55793095,0.7905824,0.8301115,0.70441717,0.55594826,0.5384418,0.6532179,0.8557744,0.814914,0.60182315,0.6419831,0.8950484,0.70647615,0.6526402,0.67166394,0.8584116,0.43661153,0.5678688,0.62286973,0.8057208,0.81946003,0.7634024,0.67133135,0.8330584,0.5742692,0.41772074,0.89551455,0.46158135,0.55361867,0.8971368,0.9117122,0.7450542,0.8465292,0.7027532,0.80167615,0.48380247,0.79071647,0.8204968,0.88177645,0.48755965,0.6683147,0.7862482,0.7784573,0.90793836,0.84222853,0.44355437,0.53808415,0.6606947,0.6471589,0.6026323,0.5573912,0.7785434,0.60900503,0.50891894,0.74410945,0.6254476,0.8386126,0.48853004,0.7757642,0.52364993,0.66958547,0.8373829,0.6109804,0.5916028,0.52511984,0.49009648,0.54418343,0.70826674,0.9357156,0.6841493,0.7537287,0.506556,0.82105374,0.56202656,0.54214483,0.9452557,0.83899057,0.890835,0.46849728,0.84867543,0.5306848,0.7806303,0.85317636,0.7325616,0.4434466,0.6581004,0.79122,0.905855,0.82466125,0.7859402,0.5475485,0.7631859,0.5644756,0.9138577,0.4610762,0.6155571,0.65950686,0.7149693,0.81370693,0.48527753,0.7438008,0.6763278,0.64275074,0.77909386,0.735723,0.49815714,0.54452664,0.74357706,0.81327385,0.91827935,0.81367564,0.55432117,0.7615072,0.6107556,0.6138227,0.8642341,0.70320046,0.60357827,0.7619729,0.7494701,0.73718476,0.5132144,0.75595546,0.90595853,0.84516007,0.5505089,0.8044793,0.8332875,0.8121904,0.82673526,1.0000001,0.6145478,0.58475035,0.65363604,0.84536797,0.642074,0.5213929,0.45755786
thumb-md (7).jpg,0.5667232,0.3315785,0.9174849,0.40749508,0.60596925,0.5298707,0.5154894,0.932615,0.92195743,0.4855963,0.58222365,0.51683193,0.9052576,0.3861291,0.6680973,0.49397078,0.4740433,0.46486852,0.53019315,0.6681893,0.36079815,0.9748595,0.47111326,0.5246141,0.48572457,0.4966378,0.5621464,0.37562665,0.66198367,0.6624929,0.93731517,0.91596234,0.60876554,0.6511986,0.48477295,0.60720766,0.41404098,0.63317686,0.81728345,0.47766837,0.5070792,0.62148106,0.92631656,0.38634944,0.56151533,0.51719815,0.626044,0.56616735,0.79145,0.72385913,0.44874147,0.450247,0.5108721,0.43136454,0.51499444,0.90374976,0.8792926,0.44070613,0.3953427,0.5527065,0.91131926,0.4479173,0.91502994,0.4354049,0.5119086,0.9201255,0.41019657,0.8867937,0.9530193,0.37235042,0.41376525,0.66470885,0.48807773,0.50769883,0.8444704,0.53764534,0.35931295,0.37301022,0.6406077,0.5515815,0.64718306,0.95145345,0.5855615,0.93267435,0.46707276,0.61518633,0.49053043,0.66589123,0.46413136,0.5366951,0.6477026,0.4892885,0.54215324,0.91844404,0.45121914,0.3472381,0.650933,0.8092928,0.47696745,0.48668975,0.6858973,0.55283886,0.91232294,0.56503785,0.41964707,0.43397978,0.56730634,0.44105405,0.85331964,0.9192576,0.44780663,0.56697845,0.6546204,0.60856265,0.38870043,0.5401983,0.99215746,0.41594002,0.6438683,0.46203884,0.32940233,0.4959482,0.5546504,0.5360118,0.9352379,0.62786216,0.55819726,0.55507684,0.94533116,0.5632058,0.53219306,0.51126206,0.5389335,0.6145478,0.9999999,0.3666914,0.4639656,0.6054507,0.3939513,0.3563641,0.66087186
